1.57894; -1.60786; -1.56939; 0.0994966; 0.00222484; 0.104495
1.57994; -1.60928; -1.57095; 0.099502; 0.00215285; 0.104506
1.57869; -1.60964; -1.56848; 0.0994037; 0.00226686; 0.104596
1.57868; -1.60709; -1.56908; 0.0996938; 0.00220999; 0.104312
1.57953; -1.60875; -1.56996; 0.0996071; 0.00218444; 0.104392
1.5782; -1.60553; -1.56862; 0.0997369; 0.00221708; 0.10426
1.5795; -1.61014; -1.56971; 0.0992225; 0.00225023; 0.104745
1.57913; -1.60595; -1.57033; 0.0997082; 0.00215633; 0.104286
1.57911; -1.60754; -1.5702; 0.0997511; 0.0021091; 0.10425
1.57962; -1.60698; -1.57117; 0.0997577; 0.00210591; 0.104262
1.58003; -1.60486; -1.57223; 0.0995015; 0.0021183; 0.104434
1.57937; -1.60763; -1.57029; 0.0995791; 0.00215831; 0.104392
1.57981; -1.60595; -1.57178; 0.0996289; 0.00209712; 0.104335
1.57919; -1.60597; -1.57052; 0.0997017; 0.00213618; 0.104269
1.57963; -1.60612; -1.57119; 0.0996871; 0.00211791; 0.104285
1.58046; -1.60625; -1.57016; 0.0994686; 0.00222684; 0.104533
1.58147; -1.60767; -1.57172; 0.099474; 0.00215476; 0.104545
1.58021; -1.60803; -1.56925; 0.0993756; 0.00226891; 0.104634
1.5802; -1.60548; -1.56985; 0.0996658; 0.00221201; 0.104351
1.58105; -1.60714; -1.57073; 0.099579; 0.0021864; 0.10443
1.57972; -1.60391; -1.5694; 0.099709; 0.00221914; 0.104298
1.58102; -1.60852; -1.57047; 0.0991944; 0.0022522; 0.104783
1.58066; -1.60434; -1.57111; 0.0996802; 0.00215829; 0.104325
1.58063; -1.60593; -1.57097; 0.0997231; 0.00211107; 0.104288
1.58114; -1.60537; -1.57195; 0.0997298; 0.00210782; 0.1043
1.58155; -1.60325; -1.573; 0.0994737; 0.00212016; 0.104472
1.58089; -1.60602; -1.57106; 0.0995511; 0.00216027; 0.10443
1.58134; -1.60434; -1.57256; 0.099601; 0.00209901; 0.104373
1.58071; -1.60436; -1.57129; 0.0996738; 0.00213813; 0.104307
1.58115; -1.60451; -1.57196; 0.0996591; 0.00211982; 0.104323
1.58238; -1.60843; -1.57116; 0.0994579; 0.00223374; 0.104557
1.58339; -1.60985; -1.57272; 0.0994633; 0.00216161; 0.104569
1.58213; -1.61021; -1.57025; 0.0993649; 0.00227583; 0.104658
1.58212; -1.60766; -1.57086; 0.0996552; 0.00221891; 0.104375
1.58297; -1.60932; -1.57173; 0.0995684; 0.00219328; 0.104454
1.58164; -1.60609; -1.5704; 0.0996984; 0.00222606; 0.104322
1.58294; -1.61071; -1.57147; 0.0991837; 0.00225908; 0.104807
1.58258; -1.60652; -1.57212; 0.0996696; 0.00216516; 0.104349
1.58255; -1.60811; -1.57197; 0.0997125; 0.00211794; 0.104312
1.58306; -1.60755; -1.57295; 0.0997191; 0.00211467; 0.104324
1.58346; -1.60544; -1.57401; 0.0994631; 0.00212697; 0.104496
1.58281; -1.6082; -1.57207; 0.0995405; 0.00216714; 0.104454
1.58325; -1.60652; -1.57357; 0.0995903; 0.00210583; 0.104397
1.58263; -1.60655; -1.5723; 0.0996631; 0.002145; 0.104331
1.58307; -1.6067; -1.57297; 0.0996485; 0.00212666; 0.104347
1.57739; -1.60706; -1.56859; 0.0995239; 0.00219718; 0.10449
1.57839; -1.60847; -1.57015; 0.0995293; 0.00212523; 0.104502
1.57713; -1.60884; -1.56768; 0.099431; 0.00223919; 0.104591
